Sprint #,Application_Name,Team_Name,AI Usage Testing Phase (Test Planning),AI Usage Testing Phase (Test Design),AI Usage Testing Phase (Automation Development),AI Usage Testing Phase (Test Execution),AI Usage Testing Phase (Regression Testing),AI Usage Testing Phase (Defect Management),Complexity,User story count,test case count,Baseline effort (Test Planning),Baseline effort (Test Design),Baseline effort (Automation Development),Baseline effort (Test Execution),Baseline effort (Regression Testing),Baseline effort (Defect Management),Actual effort (Test Planning),Actual effort (Test Design),Actual effort (Automation Development),Actual effort (Test Execution),Actual effort (Regression Testing),Actual effort (Defect Management),Year,Sprint_Number,AI_Test Planning,AI_Test Design,AI_Automation Development,AI_Test Execution,AI_Regression Testing,AI_Defect Management,AI_Phase_Count,AI_Adoption_Rate,Total_Baseline_Effort,Total_Actual_Effort,Total_Effort_Saved,Overall_Productivity_Improvement_Pct,Story_to_Test_Ratio
2024-S11,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,No,No,Medium,6.0,46.0,7.0,20.75,22.53,7.79,17.7,10.54,14.39,18.05,23.3,7.3793,17.0,9.8,2024,11,0,1,1,0,0,0,2,0.3333333333333333,86.31,89.91929999999999,-3.6092999999999904,-4.181786583246426,6.571428571428571
2024-S12,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,No,No,High,5.0,98.0,8.4,53.0,53.61,18.23,30.4,27.0,10.34,41.56,49.6,16.0,26.53,24.07,2024,12,0,1,1,0,0,0,2,0.3333333333333333,190.64,168.1,22.539999999999992,11.823331934536295,16.333333333333332
2024-S12,Enterprise Data Platform,Data Platform QA,No,Yes,Yes,No,No,No,Medium,2.0,43.0,3.8,18.62,25.9746,7.7478,17.95,8.94,3.62,14.42,27.0,7.688,20.0,8.0555,2024,12,0,1,1,0,0,0,2,0.3333333333333333,83.0324,80.7835,2.248899999999992,2.7084607936179035,14.333333333333334
2024-S12,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,Medium,7.0,33.0,9.25,14.55,15.88,5.97,15.3,11.62,8.9,14.311,17.09,5.43,16.0,11.7,2024,12,0,0,0,0,0,0,0,0.0,72.57000000000001,73.431,-0.86099999999999,-1.1864406779660879,4.125
2024-S12,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,No,No,High,7.0,64.0,10.53,35.47,40.37,12.09,15.2,13.0,9.4,24.4,39.7,11.9,15.0,16.0,2024,12,0,1,1,0,0,0,2,0.3333333333333333,126.66000000000001,116.4,10.260000000000005,8.100426338228331,8.0
2024-S12,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,No,No,Medium,9.0,31.0,10.67,14.16,18.0,6.0,7.26,7.0,10.93,0.0,14.2,5.99,7.8,7.02,2024,12,0,1,1,0,0,0,2,0.3333333333333333,63.089999999999996,45.94,17.15,27.183388809637027,3.1
2024-S12,ERP Operations,ERP Operations QA,No,No,No,No,No,No,High,7.0,49.0,10.99,25.93,17.12,9.42,,14.66,10.51,26.02,16.0,9.97,14.7,13.4261,2024,12,0,0,0,0,0,0,0,0.0,,90.62610000000001,,,6.125
2024-S13,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,Low,2.0,76.0,3.77,27.4,20.62,9.7,17.36,8.0,3.5,27.47,20.71,10.5413,27.65,7.7,2024,13,0,0,0,0,0,0,0,0.0,86.85,97.5713,-10.7213,-12.34461715601612,25.333333333333332
2024-S13,Customer Web Portal,EIP-QA,No,Yes,Yes,No,Yes,No,High,3.0,68.0,6.02,36.13,34.55,13.82,31.06,17.4,6.4,23.77,24.9,12.88,25.6,18.7,2024,13,0,1,1,0,1,0,3,0.5,138.98000000000002,112.25000000000001,26.730000000000004,19.23298316304504,17.0
2024-S13,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,11.0,53.0,12.21,22.58,38.57,8.68,12.02,16.36,12.0,23.45,37.64,9.45,14.82,17.32,2024,13,0,0,0,0,0,0,0,0.0,110.41999999999999,114.68,-4.260000000000019,-3.8579967397210826,4.416666666666667
2024-S13,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,No,No,Low,6.0,66.0,6.76,16.0,23.151,6.34,12.07,8.4,7.4,9.73,18.35,7.59,10.65,9.52,2024,13,0,1,1,0,0,0,2,0.3333333333333333,72.721,63.24000000000001,9.480999999999995,13.037499484330514,9.428571428571429
2024-S14,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,Low,7.0,46.0,7.37,17.3,19.21,6.8,13.19,10.6303,7.88,20.54,18.51,7.29,12.79,10.8,2024,14,0,0,0,0,0,0,0,0.0,74.5003,77.80999999999999,-3.3096999999999923,-4.442532446178059,5.75
2024-S14,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,Low,12.0,113.0,11.6,41.0,32.1,15.1,23.08,12.0,14.5,38.52,32.28,13.36,22.41,18.83,2024,14,0,0,0,0,0,0,0,0.0,134.88,139.9,-5.02000000000001,-3.7218268090154285,8.692307692307692
2024-S14,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,No,No,Medium,15.0,56.0,16.26,25.09,23.47,9.5,15.61,11.98,17.14,21.51,22.753,9.0,14.7,11.49,2024,14,0,1,1,0,0,0,2,0.3333333333333333,101.91,96.593,5.316999999999993,5.217348640957701,3.5
2024-S15,API Integration Platform,API & Middleware QA,No,No,Yes,No,No,No,Low,13.0,92.0,11.89,32.81,42.7708,12.24,16.52,23.89,12.74,29.3,34.76,13.85,16.09,27.8,2024,15,0,0,1,0,0,0,1,0.16666666666666666,140.12079999999997,134.54,5.580799999999982,3.9828490845042155,6.571428571428571
2024-S15,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,Medium,6.0,29.0,7.3,13.21,17.9228,5.04,7.39,7.04,6.861,12.12,17.29,6.34,7.18,8.3,2024,15,0,0,0,0,0,0,0,0.0,57.9028,58.09100000000001,-0.18820000000000903,-0.32502745981197634,4.142857142857143
2024-S15,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,No,Medium,14.0,66.0,17.17,35.99,35.2,13.54,37.5665,30.76,19.02,52.2046,25.02,14.56,32.64,32.55,2024,15,0,1,1,0,1,0,3,0.5,170.2265,175.9946,-5.768100000000004,-3.388485341589003,4.4
2024-S15,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,12.0,61.0,12.57,25.94,,9.32,13.24,17.6,12.1,23.52,38.6,11.03,14.3212,19.7,2024,15,0,0,0,0,0,0,0,0.0,,119.27120000000001,,,4.6923076923076925
2024-S15,Enterprise Data Platform,Data Platform QA,No,Yes,No,No,No,No,Medium,10.0,15.0,11.76,7.3,8.37,3.23,4.55,4.9,12.07,4.64,8.49,3.38,4.73,5.47,2024,15,0,1,0,0,0,0,1,0.16666666666666666,40.11,38.78,1.3299999999999983,3.3158813263525264,1.3636363636363635
2024-S15,Billing & Payments,Billing & Payments QA,No,Yes,No,No,No,No,High,16.0,66.0,20.1,36.8,53.47,12.65,29.6495,26.4,18.0,28.9453,57.72,12.3009,32.65,29.61,2024,15,0,1,0,0,0,0,1,0.16666666666666666,179.0695,179.2262,-0.15670000000000073,-0.0875079229014437,3.8823529411764706
2024-S15,Customer Web Portal,EIP-QA,No,Yes,No,No,Yes,No,Medium,10.0,13.0,11.0,6.13,9.79,2.8134,5.46,5.36,11.29,6.08,6.42,2.84,4.1,5.37,2024,15,0,1,0,0,1,0,2,0.3333333333333333,40.553399999999996,36.099999999999994,4.453400000000002,10.981569979335895,1.1818181818181819
2024-S16,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,No,No,Medium,7.0,68.0,9.04,28.77,,10.9,20.29,14.47,11.02,22.2,19.1,21.44,23.1,12.7,2024,16,0,1,1,0,0,0,2,0.3333333333333333,,109.56000000000002,,,8.5
2024-S16,Enterprise Data Platform,Data Platform QA,No,Yes,No,No,No,No,Low,3.0,57.0,5.08,21.31,15.1,7.77,14.0,9.18,4.7,13.73,18.26,8.07,16.8,9.52,2024,16,0,1,0,0,0,0,1,0.16666666666666666,72.44,71.08,1.3599999999999994,1.8774157923799,14.25
2024-S16,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,No,No,High,9.0,74.0,12.98,39.0,68.0,14.79,38.02,18.93,13.98,29.6902,53.91,13.96,46.15,20.4,2024,16,0,1,1,0,0,0,2,0.3333333333333333,191.72000000000003,178.0902,13.629800000000017,7.109221781765082,7.4
2024-S16,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,High,8.0,95.0,11.04,50.4,79.67,18.65,30.5,24.42,10.49,35.41,76.37,40.1,30.8455,27.65,2024,16,0,0,0,0,0,0,0,0.0,214.68,220.86550000000003,-6.185500000000019,-2.881265138811263,10.555555555555555
2024-S16,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,No,High,10.0,57.0,11.44,24.69,20.6,9.35,12.02,7.8,11.0,30.0,20.65,10.19,8.3,8.0,2024,16,0,1,1,0,0,0,2,0.3333333333333333,85.89999999999999,88.14,-2.240000000000009,-2.60768335273575,5.181818181818182
2024-S16,Mobile Service App,Mobile & Web QE,No,No,Yes,No,Yes,No,Medium,16.0,59.0,16.97,26.38,37.31,9.3,12.31,17.1,15.72,15.84,53.6897,9.8,10.02,17.33,2024,16,0,0,1,0,1,0,2,0.3333333333333333,119.37,122.3997,-3.029699999999991,-2.538074893189236,3.4705882352941178
2024-S16,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,Medium,9.0,45.0,10.6,19.95,23.4647,7.77,9.66,14.13,11.9,21.55,26.58,7.44,9.81,27.32,2024,16,0,0,0,0,0,0,0,0.0,85.57469999999999,104.6,-19.0253,-22.232388778459057,4.5
2024-S17,Enterprise Data Platform,Data Platform QA,No,Yes,No,No,No,No,Medium,12.0,99.0,12.81,43.45,27.0,14.0,37.5,19.04,14.5861,36.89,24.97,17.0,42.5,19.7,2024,17,0,1,0,0,0,0,1,0.16666666666666666,153.79999999999998,155.6461,-1.846100000000007,-1.2003250975292634,7.615384615384615
2024-S17,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,No,No,Medium,11.0,35.0,12.87,15.8,22.76,6.16,9.6,12.0,13.11,10.59,18.57,5.0,9.54,21.15,2024,17,0,1,1,0,0,0,2,0.3333333333333333,79.19,77.96,1.230000000000004,1.5532264174769592,2.9166666666666665
2024-S17,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,High,16.0,27.0,19.8,14.89,10.71,5.89,13.15,6.11,21.0,16.3,10.98,6.11,14.3,4.39,2024,17,0,0,0,0,0,0,0,0.0,70.55,73.08,-2.530000000000001,-3.586109142452163,1.588235294117647
2024-S17,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,8.0,13.0,10.0,6.19,8.14,2.5,6.0,5.72,9.99,6.73,8.82,2.9,5.33,6.13,2024,17,0,0,0,0,0,0,0,0.0,38.55,39.9,-1.3500000000000014,-3.5019455252918332,1.4444444444444444
2024-S17,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,No,Medium,16.0,45.0,16.89,20.44,22.1,7.41,16.27,7.17,17.94,17.2,16.54,8.44,13.11,6.4,2024,17,0,1,1,0,1,0,3,0.5,90.28,79.63,10.650000000000006,11.796632698272049,2.6470588235294117
2024-S17,Customer Web Portal,EIP-QA,No,Yes,Yes,No,Yes,No,Medium,8.0,78.0,10.47,32.92,34.17,12.37,21.4,19.95,12.96,31.29,28.55,14.37,16.48,14.7,2024,17,0,1,1,0,1,0,3,0.5,131.28,118.35000000000001,12.929999999999993,9.84917733089579,8.666666666666666
2024-S18,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,No,No,Low,12.0,67.0,14.2,28.42,33.97,10.07,24.0,15.16,14.98,24.22,29.3,10.17,24.9,15.75,2024,18,0,1,1,0,0,0,2,0.3333333333333333,125.82,119.32,6.5,5.166110316324909,5.153846153846154
2024-S18,Billing & Payments,Billing & Payments QA,No,Yes,No,No,No,No,Medium,22.0,46.0,21.49,19.5913,21.95,7.85,19.29,16.96,21.96,24.0,22.92,7.73,20.91,15.73,2024,18,0,1,0,0,0,0,1,0.16666666666666666,107.13130000000001,113.25,-6.11869999999999,-5.711402736641849,2.0
2024-S18,Customer Web Portal,EIP-QA,No,Yes,Yes,No,Yes,No,Medium,13.0,87.0,14.0,37.82,39.1664,12.7,25.4,25.1869,17.08,35.44,28.1,13.6,17.8,26.8,2024,18,0,1,1,0,1,0,3,0.5,154.2733,138.82,15.453300000000013,10.016833761901776,6.214285714285714
2024-S18,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,No,No,Medium,7.0,58.0,8.8,24.55,19.9,9.5,21.17,12.7,9.21,20.64,21.0,10.45,23.73,13.0,2024,18,0,1,1,0,0,0,2,0.3333333333333333,96.62,98.03,-1.4099999999999966,-1.4593251914717413,7.25
2024-S18,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,Medium,6.0,55.0,8.04,23.89,32.74,9.09,15.94,17.5,8.82,22.58,31.61,8.19,18.27,21.0,2024,18,0,0,0,0,0,0,0,0.0,107.2,110.47,-3.269999999999996,-3.050373134328354,7.857142857142857
2024-S18,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,No,Medium,9.0,106.0,10.4,46.25,73.0,16.6261,31.4,23.06,12.52,36.29,44.16,17.47,23.17,24.0,2024,18,0,1,1,0,1,0,3,0.5,200.73610000000002,157.61,43.12610000000001,21.483978218168033,10.6
2024-S19,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,No,Medium,12.0,39.0,12.74,17.0,16.22,6.3,13.33,11.04,12.0,13.0,12.2,6.99,14.63,12.52,2024,19,0,1,1,0,0,0,2,0.3333333333333333,76.63,71.34,5.289999999999992,6.903301579016041,3.0
2024-S19,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,No,Medium,13.0,69.0,13.78,29.6216,21.34,11.28,20.68,22.0,12.0,19.01,12.97,11.7,19.43,21.74,2024,19,0,1,1,0,1,0,3,0.5,118.70160000000001,96.85000000000001,21.851600000000005,18.408850428300884,4.928571428571429
2024-S19,Billing & Payments,Billing & Payments QA,No,Yes,Yes,No,No,No,Medium,5.0,64.0,6.39,22.83,44.89,9.02,21.2,17.39,7.0,20.6,32.87,9.9828,24.8,19.5,2024,19,0,1,1,0,0,0,2,0.3333333333333333,121.72,114.7528,6.967200000000005,5.723956621754852,10.666666666666666
2024-S19,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,No,No,Medium,8.0,57.0,9.86,25.2,32.44,9.22,22.4,9.5,10.56,15.75,27.0,9.27,22.8563,9.77,2024,19,0,1,1,0,0,0,2,0.3333333333333333,108.62,95.2063,13.413700000000006,12.349199042533607,6.333333333333333
2024-S19,CRM Sales & Service,CRM Platform QA,No,Yes,No,Yes,No,No,Medium,11.0,76.0,12.0,33.6,45.55,11.4,20.82,13.91,13.9,26.53,67.8505,10.7713,21.0,10.15,2024,19,0,1,0,1,0,0,2,0.3333333333333333,137.28,150.2018,-12.92179999999999,-9.412733100233094,6.333333333333333
2024-S20,Enterprise Data Platform,Data Platform QA,No,Yes,No,No,No,No,Medium,12.0,77.0,14.0,32.4,25.7,11.59,14.26,11.39,13.12,19.63,37.42,7.2,17.5,13.49,2024,20,0,1,0,0,0,0,1,0.16666666666666666,109.34,108.36,0.980000000000004,0.8962868117797732,5.923076923076923
2024-S20,Billing & Payments,Billing & Payments QA,No,Yes,No,No,No,No,Medium,8.0,101.0,9.42,44.87,37.23,15.26,24.9,19.66,7.93,34.42,35.9,14.5277,20.6,21.46,2024,20,0,1,0,0,0,0,1,0.16666666666666666,151.34,134.8377,16.50229999999999,10.904123166380328,11.222222222222221
2024-S20,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,No,No,High,14.0,39.0,17.8,22.25,26.66,7.95,18.0,8.4,18.5631,20.46,20.13,7.95,18.64,7.27,2024,20,0,1,1,0,0,0,2,0.3333333333333333,101.06,93.0131,8.046900000000008,7.962497526222053,2.6
2024-S20,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,No,No,High,14.0,39.0,17.8,22.25,26.66,7.95,18.0,8.4,18.5631,20.46,20.13,7.96,18.64,7.27,2024,20,0,1,1,0,0,0,2,0.3333333333333333,101.06,93.02309999999999,8.036900000000017,7.952602414407299,2.6
2024-S20,Mobile Service App,Mobile & Web QE,No,Yes,No,Yes,Yes,No,Medium,10.0,60.0,11.52,25.28,38.96,10.1907,15.54,19.04,12.3,18.61,38.63,9.7,8.8,19.0,2024,20,0,1,0,1,1,0,3,0.5,120.53069999999997,107.04,13.490699999999961,11.192750062847031,5.454545454545454
2024-S20,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,Yes,No,Low,7.0,107.0,9.6,58.0,69.1,18.73,22.0,31.4,10.44,33.13,86.33,19.99,13.57,34.65,2024,20,0,1,1,0,1,0,3,0.5,208.82999999999998,198.11,10.71999999999997,5.133362064837414,13.375
2024-S20,Customer Web Portal,EIP-QA,No,Yes,No,No,Yes,No,Low,12.0,68.0,11.4,24.91,34.3,9.09,14.28,15.74,12.8,20.36,31.33,9.37,11.4,17.15,2024,20,0,1,0,0,1,0,2,0.3333333333333333,109.72,102.41,7.310000000000002,6.6624134159679205,5.230769230769231
2024-S20,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,8.0,75.0,9.72,30.9558,32.31,12.0,29.0,28.39,11.11,30.9,30.69,12.45,30.8,28.18,2024,20,0,0,0,0,0,0,0,0.0,142.37580000000003,144.13,-1.754199999999969,-1.2320914087927644,8.333333333333334
2025-S01,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,No,No,High,8.0,101.0,11.4,52.39,73.84,19.34,45.32,21.5,22.08,,97.22,19.4,48.0,22.33,2025,1,0,1,1,0,0,0,2,0.3333333333333333,223.79,,,,11.222222222222221
2025-S01,Billing & Payments,Billing & Payments QA,No,Yes,No,No,No,No,High,14.0,98.0,17.55,52.53,47.0,18.2,25.9,26.8,17.86,41.53,49.3784,26.4,26.0,28.44,2025,1,0,1,0,0,0,0,1,0.16666666666666666,187.98000000000002,189.6084,-1.6283999999999708,-0.8662623683370415,6.533333333333333
2025-S01,Customer Web Portal,EIP-QA,No,Yes,Yes,No,Yes,No,High,14.0,60.0,18.69,31.53,45.82,11.17,18.6,14.37,19.0,22.34,31.17,12.2,10.97,12.87,2025,1,0,1,1,0,1,0,3,0.5,140.18,108.55000000000001,31.629999999999995,22.56384648309316,4.0
2025-S01,Mobile Service App,Mobile & Web QE,Yes,Yes,Yes,No,Yes,No,Medium,13.0,94.0,14.48,41.16,39.0,14.34,25.73,19.19,14.17,35.2,29.87,14.1,22.9,18.95,2025,1,1,1,1,0,1,0,4,0.6666666666666666,153.9,135.19,18.710000000000008,12.157244964262514,6.714285714285714
2025-S01,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,Yes,No,Medium,11.0,67.0,12.03,29.85,,10.0,20.76,14.16,13.53,20.68,21.5,11.2,15.0,15.33,2025,1,0,1,1,0,1,0,3,0.5,,97.24,,,5.583333333333333
2025-S02,ERP Operations,ERP Operations QA,No,No,No,No,No,No,High,8.0,74.0,12.53,40.65,66.84,14.35,38.7,28.0,25.31,40.11,70.0,15.15,46.89,33.47,2025,2,0,0,0,0,0,0,0,0.0,201.07,230.93000000000004,-29.860000000000042,-14.850549559854798,8.222222222222221
2025-S02,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,High,9.0,60.0,13.0,32.98,39.13,11.71,28.18,19.1,12.6,30.63,37.9,14.23,28.0,17.88,2025,2,0,0,0,0,0,0,0,0.0,144.1,141.24,2.859999999999985,1.984732824427471,6.0
2025-S02,Billing & Payments,Billing & Payments QA,No,Yes,No,No,No,No,High,16.0,103.0,20.5,52.97,87.22,19.7,51.36,17.9,17.53,44.39,97.11,17.42,63.21,14.2,2025,2,0,1,0,0,0,0,1,0.16666666666666666,249.65,253.85999999999999,-4.2099999999999795,-1.6863609052673663,6.0588235294117645
2025-S02,Customer Web Portal,EIP-QA,No,Yes,Yes,Yes,No,Yes,Medium,12.0,66.0,13.0,28.01,39.23,10.77,15.6,16.97,14.0,25.71,38.48,12.67,15.8,13.12,2025,2,0,1,1,1,0,1,4,0.6666666666666666,123.58,119.78,3.799999999999997,3.074931218643791,5.076923076923077
2025-S02,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,Yes,No,Medium,17.0,71.0,17.1,29.84,36.19,11.0,21.32,11.85,17.3,23.8,39.78,11.4,18.8,13.0,2025,2,0,1,1,0,1,0,3,0.5,127.29999999999998,124.08,3.2199999999999847,2.529457973291426,3.9444444444444446
2025-S02,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,No,Medium,11.0,57.0,13.01,24.3042,36.6,9.07,14.83,16.1,13.47,17.9,27.0,9.2638,12.61,18.2125,2025,2,0,1,1,0,1,0,3,0.5,113.9142,98.4563,15.457899999999995,13.569774444274724,4.75
2025-S02,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,Yes,Yes,No,Medium,13.0,62.0,12.62,22.28,34.9,8.5,11.8,8.5,12.74,17.2,28.42,9.15,9.83,8.24,2025,2,0,1,1,1,1,0,4,0.6666666666666666,98.6,85.58,13.019999999999996,13.204868154158211,4.428571428571429
2025-S03,Billing & Payments,Billing & Payments QA,No,Yes,No,No,No,No,Medium,13.0,99.0,14.03,43.51,45.75,14.32,36.2,15.16,12.6,33.0,51.42,16.38,36.69,16.0,2025,3,0,1,0,0,0,0,1,0.16666666666666666,168.97,166.09,2.8799999999999955,1.704444575960227,7.071428571428571
2025-S03,Customer Web Portal,EIP-QA,No,Yes,Yes,No,Yes,Yes,High,5.0,35.0,7.99,19.75,26.6,6.9427,13.44,10.0,7.57,,21.95,6.99,11.11,8.33,2025,3,0,1,1,0,1,1,4,0.6666666666666666,84.7227,,,,5.833333333333333
2025-S03,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,Yes,No,High,8.0,79.0,,33.0,34.0,12.07,31.7,18.8148,9.65,43.0,27.64,12.02,22.0,18.88,2025,3,0,1,1,0,1,0,3,0.5,,133.19,,,8.777777777777779
2025-S03,ERP Operations,ERP Operations QA,No,No,No,No,No,No,High,8.0,80.0,11.09,44.26,63.9,15.3,28.33,28.0,13.12,46.2,65.04,17.28,33.21,29.61,2025,3,0,0,0,0,0,0,0,0.0,190.88,204.46000000000004,-13.580000000000041,-7.114417435037741,8.88888888888889
2025-S03,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,Yes,Yes,Low,11.0,115.0,12.5388,49.98,57.27,18.0,32.0,29.18,12.05,31.53,47.57,17.26,21.3,45.9,2025,3,0,1,1,0,1,1,4,0.6666666666666666,198.96880000000002,175.61,23.358800000000002,11.739931084672573,9.583333333333334
2025-S04,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,9.0,52.0,13.0,28.42,43.72,10.98,17.3,17.1,13.69,28.0,45.24,11.04,15.52,17.0,2025,4,0,0,0,0,0,0,0,0.0,130.52,130.49,0.030000000000001137,0.022984983144346563,5.2
2025-S04,CRM Sales & Service,CRM Platform QA,No,Yes,No,No,Yes,No,Medium,4.0,90.0,5.7,39.0,36.7,13.28,27.82,23.0,5.68,32.1,36.11,12.994,19.08,26.16,2025,4,0,1,0,0,1,0,2,0.3333333333333333,145.5,132.124,13.376000000000005,9.193127147766326,18.0
2025-S04,Billing & Payments,Billing & Payments QA,No,Yes,No,No,No,No,High,19.0,92.0,22.36,49.01,57.1,18.09,25.06,22.47,20.59,37.39,49.0,17.0,23.18,19.82,2025,4,0,1,0,0,0,0,1,0.16666666666666666,194.09,166.98,27.110000000000014,13.967746921531255,4.6
2025-S04,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,Yes,No,Medium,7.0,87.0,8.3,38.4,34.95,13.3,32.41,28.26,9.17,24.85,29.29,15.04,25.18,26.34,2025,4,0,1,1,0,1,0,3,0.5,155.62,129.87,25.75,16.54671636036499,10.875
2025-S04,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,Yes,Medium,17.0,69.0,17.0,28.83,30.55,10.8613,29.07,14.4,19.47,25.35,27.12,10.95,18.1,12.27,2025,4,0,1,1,0,1,1,4,0.6666666666666666,130.7113,113.26,17.45129999999999,13.351026269343194,3.8333333333333335
2025-S05,CRM Sales & Service,CRM Platform QA,No,No,Yes,No,Yes,No,Medium,14.0,70.0,15.2,30.4548,51.95,11.2,30.77,24.39,13.7105,20.67,38.23,10.53,25.6291,0.0,2025,5,0,0,1,0,1,0,2,0.3333333333333333,163.96480000000003,108.7696,55.19520000000003,33.66283494994048,4.666666666666667
2025-S05,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,Low,7.0,14.0,8.0,6.3,8.2,2.8,6.43,4.1,9.7,6.4283,9.07,3.67,6.0,4.82,2025,5,0,0,0,0,0,0,0,0.0,35.83,39.6883,-3.8583,-10.768350544236673,1.75
2025-S05,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,Yes,Medium,6.0,103.0,8.11,42.75,46.93,15.9,31.5,14.4867,8.16,32.47,52.73,14.74,29.0,8.88,2025,5,0,1,1,0,1,1,4,0.6666666666666666,159.6767,145.97999999999996,13.69670000000005,8.57776995641822,14.714285714285714
2025-S05,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,7.0,68.0,8.47,30.53,42.38,10.45,16.29,8.3912,8.8,27.47,51.0,12.01,15.4,7.87,2025,5,0,0,0,0,0,0,0,0.0,116.5112,122.55000000000001,-6.038800000000009,-5.183021031454495,8.5
2025-S05,Enterprise Data Platform,Data Platform QA,No,No,Yes,No,No,No,Low,8.0,25.0,8.67,9.64,12.44,4.14,6.04,4.3,9.75,7.54,8.55,4.15,7.27,4.5757,2025,5,0,0,1,0,0,0,1,0.16666666666666666,45.23,41.8357,3.394299999999994,7.50453239000662,2.7777777777777777
2025-S05,Billing & Payments,Billing & Payments QA,No,Yes,Yes,No,No,Yes,Medium,8.0,34.0,8.62,15.21,23.07,5.89,14.1516,6.3,10.8959,11.79,24.201,5.15,14.68,6.36,2025,5,0,1,1,0,0,1,3,0.5,73.24159999999999,73.0769,0.1646999999999963,0.22487220377489883,3.7777777777777777
2025-S05,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,Yes,No,Medium,13.0,78.0,15.07,33.85,42.7,12.0,16.0,12.49,17.5461,24.8986,30.99,11.86,15.94,12.08,2025,5,0,1,1,0,1,0,3,0.5,132.11,113.31469999999999,18.795300000000026,14.227007796533211,5.571428571428571
2025-S06,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,No,High,13.0,56.0,16.46,30.82,41.97,10.97,31.0,16.3,11.9,28.59,36.1497,12.1,40.6,14.26,2025,6,0,1,1,0,1,0,3,0.5,147.52,143.59969999999998,3.920300000000026,2.657470173535809,4.0
2025-S06,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,No,High,13.0,56.0,16.46,30.82,41.97,10.97,31.0,16.3,11.9,29.3,36.1497,12.1,40.6,14.26,2025,6,0,1,1,0,1,0,3,0.5,147.52,144.3097,3.210300000000018,2.1761795010846106,4.0
2025-S06,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,Yes,No,High,7.0,28.0,9.93,16.07,20.28,6.0,10.27,11.62,10.7,12.74,21.27,5.93,7.79,11.33,2025,6,0,1,1,0,1,0,3,0.5,74.17,69.75999999999999,4.410000000000011,5.945800188755576,3.5
2025-S06,Billing & Payments,Billing & Payments QA,No,Yes,Yes,No,No,No,Medium,14.0,143.0,17.0,74.8592,72.88,26.4,55.64,35.05,19.26,58.79,50.0,23.8,59.0,35.7,2025,6,0,1,1,0,0,0,2,0.3333333333333333,281.8292,246.55,35.2792,12.517936395518989,9.533333333333333
